UNIQUE_IDENTIFIER,LIST_ID,LISTED_WATER_NAME,DETAILED_CAUSE,PARENT_CAUSE,CYCLE_YEAR,STATE,HUC8_LIST,FEATUREDETAILURL
MT76I002_040<<=>>2012,MT76I002_040,Challenge Creek,"PHOSPHORUS, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76I002_040&p_cycle=2012&p_state=MT
MT76L001_010<<=>>2012,MT76L001_010,Flathead River,"NITROGEN, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76L001_010&p_cycle=2012&p_state=MT
MT76L001_010<<=>>2012,MT76L001_010,Flathead River,NITRATE/NITRITE (NITRITE + NITRATE AS N),NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76L001_010&p_cycle=2012&p_state=MT
MT76L001_010<<=>>2012,MT76L001_010,Flathead River,"PHOSPHORUS, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76L001_010&p_cycle=2012&p_state=MT
MT76L002_060<<=>>2012,MT76L002_060,Little Bitterroot River,NITRATE/NITRITE (NITRITE + NITRATE AS N),NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76L002_060&p_cycle=2012&p_state=MT
MT76L002_060<<=>>2012,MT76L002_060,Little Bitterroot River,"NITROGEN, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76L002_060&p_cycle=2012&p_state=MT
MT76L002_060<<=>>2012,MT76L002_060,Little Bitterroot River,"PHOSPHORUS, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76L002_060&p_cycle=2012&p_state=MT
MT76L002_070<<=>>2012,MT76L002_070,Sullivan Creek,"PHOSPHORUS, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76L002_070&p_cycle=2012&p_state=MT
MT76M002_020<<=>>2012,MT76M002_020,Cedar Creek,"NITROGEN, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76M002_020&p_cycle=2012&p_state=MT
MT76M002_020<<=>>2012,MT76M002_020,Cedar Creek,NITRATE/NITRITE (NITRITE + NITRATE AS N),NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76M002_020&p_cycle=2012&p_state=MT
MT76M002_100<<=>>2012,MT76M002_100,West Fork Petty Creek,"PHOSPHORUS, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76M002_100&p_cycle=2012&p_state=MT
MT76M002_100<<=>>2012,MT76M002_100,West Fork Petty Creek,"NITROGEN, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76M002_100&p_cycle=2012&p_state=MT
MT76M002_100<<=>>2012,MT76M002_100,West Fork Petty Creek,NITRATE/NITRITE (NITRITE + NITRATE AS N),NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76M002_100&p_cycle=2012&p_state=MT
MT76M002_130<<=>>2012,MT76M002_130,Grant Creek,NITRATE/NITRITE (NITRITE + NITRATE AS N),NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76M002_130&p_cycle=2012&p_state=MT
MT76M002_160<<=>>2012,MT76M002_160,Nemote Creek,"PHOSPHORUS, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76M002_160&p_cycle=2012&p_state=MT
MT76M002_160<<=>>2012,MT76M002_160,Nemote Creek,"NITROGEN, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76M002_160&p_cycle=2012&p_state=MT
MT76M002_160<<=>>2012,MT76M002_160,Nemote Creek,NITRATE/NITRITE (NITRITE + NITRATE AS N),NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76M002_160&p_cycle=2012&p_state=MT
MT76M002_170<<=>>2012,MT76M002_170,Dry Creek,"NITROGEN, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76M002_170&p_cycle=2012&p_state=MT
MT76M002_170<<=>>2012,MT76M002_170,Dry Creek,NITRATE/NITRITE (NITRITE + NITRATE AS N),NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76M002_170&p_cycle=2012&p_state=MT
MT76M004_020<<=>>2012,MT76M004_020,Stony Creek,"PHOSPHORUS, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76M004_020&p_cycle=2012&p_state=MT
MT76N003_010<<=>>2012,MT76N003_010,Lynch Creek,"PHOSPHORUS, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76N003_010&p_cycle=2012&p_state=MT
MT76N003_010<<=>>2012,MT76N003_010,Lynch Creek,"NITROGEN, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76N003_010&p_cycle=2012&p_state=MT
MT76N003_160<<=>>2012,MT76N003_160,Swamp Creek,"NITROGEN, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76N003_160&p_cycle=2012&p_state=MT
MT76N003_160<<=>>2012,MT76N003_160,Swamp Creek,NITRATE/NITRITE (NITRITE + NITRATE AS N),NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76N003_160&p_cycle=2012&p_state=MT
MT76N003_160<<=>>2012,MT76N003_160,Swamp Creek,"PHOSPHORUS, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76N003_160&p_cycle=2012&p_state=MT
MT76N003_170<<=>>2012,MT76N003_170,Henry Creek,"NITROGEN, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76N003_170&p_cycle=2012&p_state=MT
MT76N003_170<<=>>2012,MT76N003_170,Henry Creek,"PHOSPHORUS, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76N003_170&p_cycle=2012&p_state=MT
MT76N005_030<<=>>2012,MT76N005_030,McGregor Creek,"PHOSPHORUS, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76N005_030&p_cycle=2012&p_state=MT
MT76N005_040<<=>>2012,MT76N005_040,Little Thompson River,"PHOSPHORUS, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76N005_040&p_cycle=2012&p_state=MT
MT76N005_060<<=>>2012,MT76N005_060,Lazier Creek,NITRATE/NITRITE (NITRITE + NITRATE AS N),NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76N005_060&p_cycle=2012&p_state=MT
MT76N005_060<<=>>2012,MT76N005_060,Lazier Creek,"PHOSPHORUS, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76N005_060&p_cycle=2012&p_state=MT
MT76N005_060<<=>>2012,MT76N005_060,Lazier Creek,"NITROGEN, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76N005_060&p_cycle=2012&p_state=MT
MT76N005_070<<=>>2012,MT76N005_070,McGinnis Creek,"PHOSPHORUS, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76N005_070&p_cycle=2012&p_state=MT
MT76O002_010<<=>>2012,MT76O002_010,Ashley Creek,"PHOSPHORUS, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76O002_010&p_cycle=2012&p_state=MT
MT76O002_010<<=>>2012,MT76O002_010,Ashley Creek,DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76O002_010&p_cycle=2012&p_state=MT
MT76O002_010<<=>>2012,MT76O002_010,Ashley Creek,"NITROGEN, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76O002_010&p_cycle=2012&p_state=MT
MT76O002_030<<=>>2012,MT76O002_030,Ashley Creek,DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76O002_030&p_cycle=2012&p_state=MT
MT76O002_030<<=>>2012,MT76O002_030,Ashley Creek,"NITROGEN, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76O002_030&p_cycle=2012&p_state=MT
MT76O002_030<<=>>2012,MT76O002_030,Ashley Creek,NITRATE/NITRITE (NITRITE + NITRATE AS N),NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76O002_030&p_cycle=2012&p_state=MT
MT76O002_030<<=>>2012,MT76O002_030,Ashley Creek,"PHOSPHORUS, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76O002_030&p_cycle=2012&p_state=MT
MT76O002_040<<=>>2012,MT76O002_040,Spring Creek,"PHOSPHORUS, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76O002_040&p_cycle=2012&p_state=MT
MT76O002_040<<=>>2012,MT76O002_040,Spring Creek,"NITROGEN, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76O002_040&p_cycle=2012&p_state=MT
MT76O002_040<<=>>2012,MT76O002_040,Spring Creek,DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76O002_040&p_cycle=2012&p_state=MT
MT76O002_040<<=>>2012,MT76O002_040,Spring Creek,NITRATE/NITRITE (NITRITE + NITRATE AS N),NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76O002_040&p_cycle=2012&p_state=MT
MT76O002_050<<=>>2012,MT76O002_050,Fish Creek,"PHOSPHORUS, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76O002_050&p_cycle=2012&p_state=MT
MT76P001_010<<=>>2012,MT76P001_010,Stillwater River,"PHOSPHORUS, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76P001_010&p_cycle=2012&p_state=MT
MT76P001_010<<=>>2012,MT76P001_010,Stillwater River,NITRATES,NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76P001_010&p_cycle=2012&p_state=MT
MT76P001_050<<=>>2012,MT76P001_050,Sheppard Creek,NITRATE/NITRITE (NITRITE + NITRATE AS N),NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76P001_050&p_cycle=2012&p_state=MT
MT76P001_050<<=>>2012,MT76P001_050,Sheppard Creek,"PHOSPHORUS, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76P001_050&p_cycle=2012&p_state=MT
MT76P003_010<<=>>2012,MT76P003_010,Whitefish River,"NITROGEN, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76P003_010&p_cycle=2012&p_state=MT
NC10-2-20-1<<=>>2010,NC10-2-20-1,LITTLE BUFFALO CREEK,LEGACY NUTRIENT LISTING NO WATER QUALITY STANDARD,NUTRIENTS,2010,NC,5050001,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=NC10-2-20-1&p_cycle=2010&p_state=NC
NC11-(123.5)B<<=>>2010,NC11-(123.5)B,CATAWBA RIVER (LAKE WYLIE SOUTH FK CATAWBA ARM) NORTH CAROLINA PORTION,CHLOROPHYLL-A,ALGAL GROWTH,2010,NC,"03050101, 03050102",http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=NC11-(123.5)B&p_cycle=2010&p_state=NC
NC12-(108.5)B1<<=>>2010,NC12-(108.5)B1,YADKIN RIVER (INCLUDING UPPER PORTION OF HIGH ROCK LAKE BELOW NORMAL OPERATING LEVEL),CHLOROPHYLL-A,ALGAL GROWTH,2010,NC,3040103,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=NC12-(108.5)B1&p_cycle=2010&p_state=NC
NC12-(108.5)B2<<=>>2010,NC12-(108.5)B2,YADKIN RIVER (INCLUDING UPPER PORTION OF HIGH ROCK LAKE BELOW NORMAL OPERATING LEVEL),CHLOROPHYLL-A,ALGAL GROWTH,2010,NC,3040103,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=NC12-(108.5)B2&p_cycle=2010&p_state=NC
NC12-(108.5)B3<<=>>2010,NC12-(108.5)B3,YADKIN RIVER (INCLUDING UPPER PORTION OF HIGH ROCK LAKE BELOW NORMAL OPERATING LEVEL),CHLOROPHYLL-A,ALGAL GROWTH,2010,NC,3040103,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=NC12-(108.5)B3&p_cycle=2010&p_state=NC
NC12-(108.5)B4<<=>>2010,NC12-(108.5)B4,YADKIN RIVER (INCLUDING UPPER PORTION OF HIGH ROCK LAKE BELOW NORMAL OPERATING LEVEL),CHLOROPHYLL-A,ALGAL GROWTH,2010,NC,3040103,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=NC12-(108.5)B4&p_cycle=2010&p_state=NC
NC12-(114)A<<=>>2010,NC12-(114)A,YADKIN RIVER (INCLUDING LOWER PORTION OF HIGH ROCK LAKE),CHLOROPHYLL-A,ALGAL GROWTH,2010,NC,3040103,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=NC12-(114)A&p_cycle=2010&p_state=NC
NC12-(114)B<<=>>2010,NC12-(114)B,YADKIN RIVER (INCLUDING LOWER PORTION OF HIGH ROCK LAKE),CHLOROPHYLL-A,ALGAL GROWTH,2010,NC,3040103,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=NC12-(114)B&p_cycle=2010&p_state=NC
NC12-(124.5)A<<=>>2010,NC12-(124.5)A,YADKIN RIVER (INCLUDING LOWER PORTION OF HIGH ROCK LAKE),CHLOROPHYLL-A,ALGAL GROWTH,2010,NC,3040103,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=NC12-(124.5)A&p_cycle=2010&p_state=NC
NC12-117-(3)<<=>>2010,NC12-117-(3),SECOND CREEK ARM OF HIGH ROCK LAKE,CHLOROPHYLL-A,ALGAL GROWTH,2010,NC,3040103,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=NC12-117-(3)&p_cycle=2010&p_state=NC
NC12-118.5A<<=>>2010,NC12-118.5A,ABBOTTS CREEK ARM OF HIGH ROCK LAKE,CHLOROPHYLL-A,ALGAL GROWTH,2010,NC,3040103,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=NC12-118.5A&p_cycle=2010&p_state=NC
NC12-118.5B<<=>>2010,NC12-118.5B,ABBOTTS CREEK ARM OF HIGH ROCK LAKE,CHLOROPHYLL-A,ALGAL GROWTH,2010,NC,3040103,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=NC12-118.5B&p_cycle=2010&p_state=NC
NC13-17-36-(3.5)A<<=>>2010,NC13-17-36-(3.5)A,RICHARDSON CREEK (LAKE LEE),CHLOROPHYLL-A,ALGAL GROWTH,2010,NC,3040105,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=NC13-17-36-(3.5)A&p_cycle=2010&p_state=NC
NC13-17-36-(3.5)B<<=>>2010,NC13-17-36-(3.5)B,RICHARDSON CREEK (LAKE LEE),CHLOROPHYLL-A,ALGAL GROWTH,2010,NC,3040105,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=NC13-17-36-(3.5)B&p_cycle=2010&p_state=NC
NC13-17-36-4-(0.5)<<=>>2010,NC13-17-36-4-(0.5),LITTLE RICHARDSON CREEK (LAKE MONROE),CHLOROPHYLL-A,ALGAL GROWTH,2010,NC,3040105,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=NC13-17-36-4-(0.5)&p_cycle=2010&p_state=NC
NC13-17-36-4-(2)<<=>>2010,NC13-17-36-4-(2),LITTLE RICHARDSON CREEK (LAKE MONROE),CHLOROPHYLL-A,ALGAL GROWTH,2010,NC,3040105,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=NC13-17-36-4-(2)&p_cycle=2010&p_state=NC
NC13-17-36-9-(4.5)<<=>>2010,NC13-17-36-9-(4.5),STEWARTS CREEK [LAKE TWITTY (LAKE STEWART)],CHLOROPHYLL-A,ALGAL GROWTH,2010,NC,3040105,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=NC13-17-36-9-(4.5)&p_cycle=2010&p_state=NC
NC13-17-40-11<<=>>2010,NC13-17-40-11,BEAVERDAM CREEK,DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2010,NC,3040105,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=NC13-17-40-11&p_cycle=2010&p_state=NC
NC13-20B<<=>>2010,NC13-20B,BROWN CREEK,DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2010,NC,3040104,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=NC13-20B&p_cycle=2010&p_state=NC
NC13-39-12-(7.5)<<=>>2010,NC13-39-12-(7.5),FALLING CREEK,AQUATIC WEEDS,NOXIOUS AQUATIC PLANTS,2010,NC,3040201,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=NC13-39-12-(7.5)&p_cycle=2010&p_state=NC
NC15-25V<<=>>2010,NC15-25V,MONTGOMERY SLOUGH,DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2010,NC,3040207,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=NC15-25V&p_cycle=2010&p_state=NC
NC16-(37.3)<<=>>2010,NC16-(37.3),HAW RIVER,CHLOROPHYLL-A,ALGAL GROWTH,2010,NC,3030002,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=NC16-(37.3)&p_cycle=2010&p_state=NC
NC16-(37.5)A<<=>>2010,NC16-(37.5)A,HAW RIVER (B. EVERETT JORDAN LAKE BELOW NORMAL POOL ELEVATION,CHLOROPHYLL-A,ALGAL GROWTH,2010,NC,3030002,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=NC16-(37.5)A&p_cycle=2010&p_state=NC
NC16-(37.5)B<<=>>2010,NC16-(37.5)B,HAW RIVER (B. EVERETT JORDAN LAKE BELOW NORMAL POOL ELEVATION,CHLOROPHYLL-A,ALGAL GROWTH,2010,NC,3030002,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=NC16-(37.5)B&p_cycle=2010&p_state=NC
NC16-11-14-1B<<=>>2010,NC16-11-14-1B,NORTH BUFFALO CREEK,"AMMONIA, UN-IONIZED",AMMONIA,2010,NC,3030002,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=NC16-11-14-1B&p_cycle=2010&p_state=NC
NC16-11-14-2C<<=>>2010,NC16-11-14-2C,SOUTH BUFFALO CREEK,"AMMONIA, UN-IONIZED",AMMONIA,2010,NC,3030002,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=NC16-11-14-2C&p_cycle=2010&p_state=NC
NC16-41-(0.5)<<=>>2010,NC16-41-(0.5),NEW HOPE RIVER ARM OF B. EVERETT JORDAN LAKE (BELOW NORMAL POOL ELEVATION),CHLOROPHYLL-A,ALGAL GROWTH,2010,NC,3030002,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=NC16-41-(0.5)&p_cycle=2010&p_state=NC
NC16-41-(3.5)A<<=>>2010,NC16-41-(3.5)A,NEW HOPE RIVER ARM OF B. EVERETT JORDAN LAKE (BELOW NORMAL POOL ELEVATION),CHLOROPHYLL-A,ALGAL GROWTH,2010,NC,3030002,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=NC16-41-(3.5)A&p_cycle=2010&p_state=NC
NC16-41-1-(11.5)A<<=>>2010,NC16-41-1-(11.5)A,NEW HOPE CREEK,DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2010,NC,3030002,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=NC16-41-1-(11.5)A&p_cycle=2010&p_state=NC
NC16-41-1-(11.5)B<<=>>2010,NC16-41-1-(11.5)B,NEW HOPE CREEK,DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2010,NC,3030002,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=NC16-41-1-(11.5)B&p_cycle=2010&p_state=NC
NC16-41-1-(14)<<=>>2010,NC16-41-1-(14),NEW HOPE CREEK (INCLUDING NEW HOPE CREEK ARM OF NEW HOPE RIVER ARM OF B. EVERETT JORDAN LAKE),CHLOROPHYLL-A,ALGAL GROWTH,2010,NC,3030002,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=NC16-41-1-(14)&p_cycle=2010&p_state=NC
NC16-41-1-12-(1)<<=>>2010,NC16-41-1-12-(1),THIRD FORK CREEK,DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2010,NC,3030002,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=NC16-41-1-12-(1)&p_cycle=2010&p_state=NC
NC16-41-1-12-(2)<<=>>2010,NC16-41-1-12-(2),THIRD FORK CREEK,DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2010,NC,3030002,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=NC16-41-1-12-(2)&p_cycle=2010&p_state=NC
NC16-41-1-17-(0.7)A<<=>>2010,NC16-41-1-17-(0.7)A,NORTHEAST CREEK,DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2010,NC,3030002,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=NC16-41-1-17-(0.7)A&p_cycle=2010&p_state=NC
NC16-41-1-17-(0.7)B1<<=>>2010,NC16-41-1-17-(0.7)B1,NORTHEAST CREEK,NITRATES,NUTRIENTS,2010,NC,3030002,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=NC16-41-1-17-(0.7)B1&p_cycle=2010&p_state=NC
NC16-41-1-17-(0.7)B2<<=>>2010,NC16-41-1-17-(0.7)B2,NORTHEAST CREEK,NITRATES,NUTRIENTS,2010,NC,3030002,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=NC16-41-1-17-(0.7)B2&p_cycle=2010&p_state=NC
NC16-41-2-(9.5)<<=>>2010,NC16-41-2-(9.5),MORGAN CREEK (INCLUDING THE MORGAN CREEK ARM OF NEW HOPE RIVER ARM OF B. EVERETT JORDAN LAKE),CHLOROPHYLL-A,ALGAL GROWTH,2010,NC,3030002,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=NC16-41-2-(9.5)&p_cycle=2010&p_state=NC
NC17-(1)<<=>>2010,NC17-(1),DEEP RIVER(INCLUDING HIGH POINT LAKE AT NORMAL POOL ELEVATION),CHLOROPHYLL-A,ALGAL GROWTH,2010,NC,3030003,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=NC17-(1)&p_cycle=2010&p_state=NC
NC17-(10.5)D1<<=>>2010,NC17-(10.5)D1,DEEP RIVER,CHLOROPHYLL-A,ALGAL GROWTH,2010,NC,3030003,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=NC17-(10.5)D1&p_cycle=2010&p_state=NC
NC18-(1)<<=>>2010,NC18-(1),CAPE FEAR RIVER,CHLOROPHYLL-A,ALGAL GROWTH,2010,NC,3030004,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=NC18-(1)&p_cycle=2010&p_state=NC
NC18-(26)C<<=>>2010,NC18-(26)C,CAPE FEAR RIVER,CHLOROPHYLL-A,ALGAL GROWTH,2010,NC,3030005,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=NC18-(26)C&p_cycle=2010&p_state=NC
NC18-(4.5)<<=>>2010,NC18-(4.5),CAPE FEAR RIVER,CHLOROPHYLL-A,ALGAL GROWTH,2010,NC,3030004,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=NC18-(4.5)&p_cycle=2010&p_state=NC
NC18-(71)A<<=>>2010,NC18-(71)A,CAPE FEAR RIVER,DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2010,NC,3030005,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=NC18-(71)A&p_cycle=2010&p_state=NC
NC18-27-(3)CUT2<<=>>2010,NC18-27-(3)CUT2,UT AT CROSS CREEK POTW,DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2010,NC,3030004,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=NC18-27-(3)CUT2&p_cycle=2010&p_state=NC
NC18-4-(2)<<=>>2010,NC18-4-(2),LICK CREEK,DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2010,NC,3030004,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=NC18-4-(2)&p_cycle=2010&p_state=NC
NC18-74-39A<<=>>2010,NC18-74-39A,BURGAW CREEK,CHLOROPHYLL-A,ALGAL GROWTH,2010,NC,3030007,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=NC18-74-39A&p_cycle=2010&p_state=NC
NC18-76-1<<=>>2010,NC18-76-1,GREENFIELD LAKE,AQUATIC WEEDS,NOXIOUS AQUATIC PLANTS,2010,NC,3030005,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=NC18-76-1&p_cycle=2010&p_state=NC
NC18-76-1<<=>>2010,NC18-76-1,GREENFIELD LAKE,LEGACY NUTRIENT LISTING NO WATER QUALITY STANDARD,NUTRIENTS,2010,NC,3030005,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=NC18-76-1&p_cycle=2010&p_state=NC
NC18-77<<=>>2010,NC18-77,BRUNSWICK RIVER,DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2010,NC,3030005,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=NC18-77&p_cycle=2010&p_state=NC
